word	pos	votes	roles
fountain	n	2	wordlist-2,wordlist-3
fox	n	1	wordlist-3
foyer	n	2	wordlist-1,wordlist-2
fraction	n	2	wordlist-2,wordlist-3
fractional	adj	1	wordlist-2
fracture	n	3	wordlist-1,wordlist-2,wordlist-3
fracture	v	2	wordlist-2,wordlist-3
fragile	adj	2	wordlist-1,wordlist-2
fragment	n	1	wordlist-1
fragrance	n	2	wordlist-1,wordlist-2
fragrant	adj	3	wordlist-1,wordlist-2,wordlist-3
frail	adj	1	wordlist-2
framework	n	2	wordlist-1,wordlist-2
franchise	n	1	wordlist-2
franchise	v	1	wordlist-2
frankly	adv	2	wordlist-2,wordlist-3
fraternal	adj	1	wordlist-2
fraud	n	1	wordlist-1
freckle	n	1	wordlist-2
free	adj	1	wordlist-1
freedom	n	1	wordlist-1
freelance	adj	1	wordlist-2
freelancer	n	1	wordlist-2
freeway	n	1	wordlist-2
freeze	v	3	wordlist-1,wordlist-2,wordlist-3
freezer	n	1	wordlist-1
freezing	adj	1	wordlist-1
freight	n	1	wordlist-2
freighter	n	1	wordlist-2
frenzy	n	1	wordlist-2
frequency	n	1	wordlist-2
frequent	adj	1	wordlist-2
frequently	adv	3	wordlist-1,wordlist-2,wordlist-3
fresh	adj	3	wordlist-1,wordlist-2,wordlist-3
freshly	adv	2	wordlist-2,wordlist-3
friction	n	2	wordlist-1,wordlist-2
frictionless	adj	1	wordlist-2
fridge	n	1	wordlist-1
friendly	adj	1	wordlist-1
frightened	adj	1	wordlist-2
frog	n	1	wordlist-3
frost	n	3	wordlist-1,wordlist-2,wordlist-3
frosty	adj	1	wordlist-2
frozen	adj	1	wordlist-1
fruit	v	1	wordlist-1
frustrate	v	1	wordlist-1
frustrated	adj	2	wordlist-1,wordlist-2
frustration	n	1	wordlist-1
fry	v	3	wordlist-1,wordlist-2,wordlist-3
fuel	n	2	wordlist-1,wordlist-3
full	adj	1	wordlist-1
full-time	adj	1	wordlist-1
fully	adv	1	wordlist-1
fumble	v	1	wordlist-2
function	n	1	wordlist-1
function	v	2	wordlist-1,wordlist-2
fund	n	1	wordlist-1
fundamental	adj	3	wordlist-1,wordlist-2,wordlist-3
fundamentally	adv	2	wordlist-2,wordlist-3
funeral	n	2	wordlist-1,wordlist-2
fungus	n	2	wordlist-2,wordlist-3
fur	n	2	wordlist-2,wordlist-3
furious	adj	1	wordlist-2
furnish	v	2	wordlist-1,wordlist-2
furnished	adj	2	wordlist-1,wordlist-2
furniture shop	n	1	wordlist-3
furthermore	adv	1	wordlist-2
future	adj	1	wordlist-1
fyi	abbr	2	wordlist-2,wordlist-3
gain	n	1	wordlist-3
gait	n	1	wordlist-2
galaxy	n	1	wordlist-3
gale	n	2	wordlist-1,wordlist-2
gallery	n	3	wordlist-1,wordlist-2,wordlist-3
gambit	n	1	wordlist-2
gamble	n	1	wordlist-2
gamble	v	1	wordlist-2
game	n	1	wordlist-3
garage	n	3	wordlist-1,wordlist-2,wordlist-3
garden	n	1	wordlist-3
garlic	n	2	wordlist-1,wordlist-2
garment	n	3	wordlist-1,wordlist-2,wordlist-3
garnish	n	2	wordlist-2,wordlist-3
garnish	v	3	wordlist-1,wordlist-2,wordlist-3
gate	n	2	wordlist-1,wordlist-3
gather	v	1	wordlist-1
gauge	n	1	wordlist-2
gauge	v	2	wordlist-2,wordlist-3
gaze	n	2	wordlist-1,wordlist-2
gaze	v	2	wordlist-1,wordlist-2
gdp	abbr	2	wordlist-2,wordlist-3
gear	n	2	wordlist-2,wordlist-3
gel	n	1	wordlist-2
gelatinous	adj	1	wordlist-2
gender	n	1	wordlist-1
genealogy	n	1	wordlist-2
general	adj	1	wordlist-1
generally	adv	2	wordlist-1,wordlist-3
generate	v	1	wordlist-2
generation	n	2	wordlist-1,wordlist-2
generational	adj	1	wordlist-2
generosity	n	1	wordlist-1
generous	adj	2	wordlist-1,wordlist-2
genetic	adj	1	wordlist-2
genius	n	1	wordlist-2
genre	n	1	wordlist-2
gentrify	v	1	wordlist-2
genuine	adj	3	wordlist-1,wordlist-2,wordlist-3
genuinely	adv	2	wordlist-2,wordlist-3
geo-	comb	2	wordlist-1,wordlist-3
geriatrics	n	1	wordlist-3
germinate	v	1	wordlist-2
gesture	n	1	wordlist-2
gesture	v	1	wordlist-2
get	v	1	wordlist-3
get along	phrv	1	wordlist-3
get along	v	1	wordlist-2
get away	phrv	2	wordlist-1,wordlist-3
get back	phrv	1	wordlist-3
get in	phrv	2	wordlist-1,wordlist-3
get off	phrv	2	wordlist-1,wordlist-3
get on	phrv	2	wordlist-1,wordlist-3
get out	phrv	2	wordlist-1,wordlist-3
get over	phrv	2	wordlist-1,wordlist-3
get rid of	phrv	1	wordlist-3
get together	phrv	1	wordlist-3
get up	phrv	2	wordlist-1,wordlist-3
getaway	n	1	wordlist-2
geyser	n	1	wordlist-3
ghetto	n	1	wordlist-3
gifted	adj	1	wordlist-2
gig	n	1	wordlist-2
gigantic	adj	1	wordlist-3
gill	n	1	wordlist-2
ginger	n	1	wordlist-3
give	v	1	wordlist-3
give away	phrv	1	wordlist-3
give back	phrv	1	wordlist-3
give in	phrv	1	wordlist-3
give out	phrv	1	wordlist-3
give rise to	phr	1	wordlist-2
give up	phrv	2	wordlist-1,wordlist-3
given	conj	2	wordlist-1,wordlist-2
given	prep	2	wordlist-2,wordlist-3
given that	conj	1	wordlist-1
glacier	n	3	wordlist-1,wordlist-2,wordlist-3
glance	n	2	wordlist-1,wordlist-2
glance	v	2	wordlist-1,wordlist-2
gland	n	1	wordlist-3
glare	n	2	wordlist-1,wordlist-2
glare	v	2	wordlist-1,wordlist-2
glasses	n	1	wordlist-3
glee	n	1	wordlist-2
glide	v	1	wordlist-2
glimmer	n	1	wordlist-2
glimmer	v	1	wordlist-2
glimpse	n	2	wordlist-1,wordlist-2
glimpse	v	2	wordlist-1,wordlist-2
glitter	n	1	wordlist-2
glitter	v	1	wordlist-2
global	adj	1	wordlist-1
gloom	n	1	wordlist-2
gloomy	adj	2	wordlist-2,wordlist-3
glossary	n	1	wordlist-2
glove	n	1	wordlist-3
gloves	n	2	wordlist-2,wordlist-3
glow	n	2	wordlist-1,wordlist-2
glow	v	2	wordlist-1,wordlist-2
glue	n	1	wordlist-1
gluten-free	adj	1	wordlist-1
go	v	2	wordlist-2,wordlist-3
go ahead	phrv	1	wordlist-3
go away	phrv	1	wordlist-3
go back	phrv	1	wordlist-3
go down	phrv	1	wordlist-3
go on	phrv	1	wordlist-3
go out	phrv	1	wordlist-3
go over	phrv	1	wordlist-3
go past	phrv	1	wordlist-1
go through	phrv	2	wordlist-1,wordlist-3
go up	phrv	1	wordlist-3
goat	n	1	wordlist-3
golf	n	1	wordlist-3
gondola	n	1	wordlist-2
good morning	phr	1	wordlist-3
good night	phr	1	wordlist-3
goodbye	interj	1	wordlist-3
goodness	interj	1	wordlist-2
goodness	n	1	wordlist-2
goose	n	1	wordlist-3
gorge	n	1	wordlist-3
gorgeous	adj	1	wordlist-2
gosh	interj	1	wordlist-2
govern	v	1	wordlist-1
government	n	1	wordlist-1
govt.	abbr	1	wordlist-1
gown	n	1	wordlist-3
gps	abbr	2	wordlist-2,wordlist-3
graceful	adj	1	wordlist-2
gracefully	adv	1	wordlist-2
grade	n	1	wordlist-1
gradual	adj	1	wordlist-3
gradually	adv	3	wordlist-1,wordlist-2,wordlist-3
graduate	n	1	wordlist-2
graduate	v	2	wordlist-1,wordlist-2
graffiti	n	1	wordlist-3
grain	n	3	wordlist-1,wordlist-2,wordlist-3
grammar	n	2	wordlist-1,wordlist-2
grammatical	adj	1	wordlist-2
granular	adj	1	wordlist-2
granule	n	1	wordlist-2
graph	n	1	wordlist-1
grasp	n	2	wordlist-2,wordlist-3
grasp	v	3	wordlist-1,wordlist-2,wordlist-3
grate	v	2	wordlist-1,wordlist-2
grateful	adj	1	wordlist-1
grater	n	1	wordlist-2
gratitude	n	2	wordlist-1,wordlist-2
grave	n	2	wordlist-1,wordlist-2
graveyard	n	2	wordlist-1,wordlist-2
gravy	n	2	wordlist-2,wordlist-3
graze	v	3	wordlist-1,wordlist-2,wordlist-3
grazing	n	1	wordlist-1
greasy	adj	2	wordlist-2,wordlist-3
greedy	adj	2	wordlist-1,wordlist-2
greenhouse	n	3	wordlist-1,wordlist-2,wordlist-3
greenhouse gas	phr	1	wordlist-1
greet	v	1	wordlist-1
greetings	n	2	wordlist-2,wordlist-3
gridlock	n	1	wordlist-2
grief	n	1	wordlist-2
grieve	v	2	wordlist-1,wordlist-2
grill	n	3	wordlist-1,wordlist-2,wordlist-3
grill	v	3	wordlist-1,wordlist-2,wordlist-3
grind	v	1	wordlist-1
grip	n	2	wordlist-1,wordlist-2
grip	v	2	wordlist-1,wordlist-2
grocer	n	1	wordlist-3
grocery	n	1	wordlist-3
groom	n	1	wordlist-2
groom	v	2	wordlist-1,wordlist-2
grooming	n	2	wordlist-1,wordlist-2
groundwater	n	1	wordlist-3
grow	v	3	wordlist-1,wordlist-2,wordlist-3
grow apart	v	1	wordlist-2
grow up	phrv	2	wordlist-1,wordlist-3
grower	n	1	wordlist-1
growth	n	2	wordlist-1,wordlist-3
grumpy	adj	1	wordlist-2
guard	n	1	wordlist-1
guard	v	1	wordlist-1
guardian	n	1	wordlist-2
guardianship	n	1	wordlist-2
guerrilla	n	1	wordlist-2
guess	v	1	wordlist-1
guide	v	1	wordlist-1
guidebook	n	1	wordlist-1
guilt	n	2	wordlist-1,wordlist-2
guilty	adj	2	wordlist-1,wordlist-2
guitar	n	1	wordlist-3
gulf	n	2	wordlist-2,wordlist-3
gullible	adj	1	wordlist-2
gulp	v	1	wordlist-2
gun	n	1	wordlist-1
gust	n	1	wordlist-2
gusty	adj	1	wordlist-2
gutter	n	2	wordlist-2,wordlist-3
gym	n	1	wordlist-3
gymnast	n	1	wordlist-2
gymnastics	n	1	wordlist-2
habit	n	2	wordlist-1,wordlist-2
habitat	n	3	wordlist-1,wordlist-2,wordlist-3
habitual	adj	3	wordlist-1,wordlist-2,wordlist-3
habitually	adv	2	wordlist-2,wordlist-3
hack	v	1	wordlist-1
hacker	n	1	wordlist-1
haggle	v	1	wordlist-2
hail	n	3	wordlist-1,wordlist-2,wordlist-3
hail	v	1	wordlist-2
hairbrush	n	1	wordlist-1
hairdresser	n	1	wordlist-1
hairdryer	n	1	wordlist-1
half	det	1	wordlist-2
half	pron	2	wordlist-2,wordlist-3
hallway	n	2	wordlist-1,wordlist-2
halt	n	1	wordlist-2
halt	v	1	wordlist-2
ham	n	1	wordlist-1
hammer	n	2	wordlist-1,wordlist-3
hammer	v	1	wordlist-3
hand in	phrv	1	wordlist-3
hand out	phrv	1	wordlist-3
hand sanitizer	n	1	wordlist-3
handbag	n	3	wordlist-1,wordlist-2,wordlist-3
handful	n	1	wordlist-3
handkerchief	n	1	wordlist-3
handle	n	1	wordlist-1
handle	v	1	wordlist-1
handout	n	1	wordlist-2
handwriting	n	1	wordlist-2
hang	v	1	wordlist-1
hang out	phrv	1	wordlist-2
hang up	phrv	1	wordlist-3
hangar	n	1	wordlist-2
hanger	n	2	wordlist-1,wordlist-2
happen	v	1	wordlist-3
happy birthday	phr	1	wordlist-3
harbor	n	1	wordlist-2
harbor	v	1	wordlist-2
harbour	n	2	wordlist-1,wordlist-2
hard	adj	2	wordlist-1,wordlist-3
hard	adv	1	wordlist-3
hard-working	adj	1	wordlist-1
hardcover	n	1	wordlist-2
harden	v	1	wordlist-1
hardly	adv	2	wordlist-2,wordlist-3
hardware	n	1	wordlist-3
hardware store	n	2	wordlist-2,wordlist-3
hardworking	adj	1	wordlist-1
harm	n	1	wordlist-1
harm	v	1	wordlist-1
harmonious	adj	1	wordlist-2
harsh	adj	2	wordlist-2,wordlist-3
harvest	n	3	wordlist-1,wordlist-2,wordlist-3
harvest	v	3	wordlist-1,wordlist-2,wordlist-3
hastily	adv	1	wordlist-2
hatch	v	2	wordlist-1,wordlist-3
hatred	n	1	wordlist-2
haughty	adj	1	wordlist-2
haul	n	1	wordlist-2
haul	v	2	wordlist-1,wordlist-2
haulage	n	1	wordlist-2
have	v	1	wordlist-3
hay	n	2	wordlist-2,wordlist-3
haze	n	2	wordlist-2,wordlist-3
hazy	adj	1	wordlist-2
hd	abbr	1	wordlist-2
head	v	1	wordlist-1
head for	phrv	1	wordlist-2
headache	n	1	wordlist-1
headhunt	v	1	wordlist-2
headlight	n	1	wordlist-2
headline	n	2	wordlist-1,wordlist-2
headliner	n	1	wordlist-2
headphones	n	1	wordlist-3
headquarters	n	2	wordlist-1,wordlist-2
heal	v	3	wordlist-1,wordlist-2,wordlist-3
healing	n	1	wordlist-1
health	n	1	wordlist-1
health centre	n	1	wordlist-3
healthcare	n	1	wordlist-1
healthy	adj	1	wordlist-1
hear	v	1	wordlist-1
hearing	n	1	wordlist-1
heart	n	1	wordlist-1
heat	n	1	wordlist-1
heat	v	1	wordlist-1
heath	n	1	wordlist-3
heating	n	1	wordlist-1
heave	v	1	wordlist-2
heavy	adj	1	wordlist-1
heavylifting	n	1	wordlist-2
hedgehog	n	1	wordlist-3
heel	n	2	wordlist-1,wordlist-2
height	n	1	wordlist-3
heir	n	1	wordlist-2
hello	interj	1	wordlist-3
helpful	adj	1	wordlist-1
hem	n	3	wordlist-1,wordlist-2,wordlist-3
hemisphere	n	3	wordlist-1,wordlist-2,wordlist-3
hen	n	1	wordlist-3
hence	adv	1	wordlist-2
hepatitis	n	1	wordlist-3
herb	n	3	wordlist-1,wordlist-2,wordlist-3
herbicide	n	1	wordlist-3
herbivore	n	1	wordlist-2
herd	n	3	wordlist-1,wordlist-2,wordlist-3
herd	v	2	wordlist-2,wordlist-3
hereditary	adj	2	wordlist-2,wordlist-3
heredity	n	1	wordlist-2
heritage	n	1	wordlist-2
hers	pron	1	wordlist-2
hesitant	adj	1	wordlist-2
hesitate	v	2	wordlist-1,wordlist-2
hey	interj	2	wordlist-2,wordlist-3
hi	interj	1	wordlist-3
hibernate	v	1	wordlist-2
hibernation	n	1	wordlist-2
hide	n	2	wordlist-2,wordlist-3
hideous	adj	1	wordlist-2
hierarchy	n	1	wordlist-2
high-rise	adj	2	wordlist-1,wordlist-2
high-rise	n	2	wordlist-1,wordlist-3
highlight	v	1	wordlist-3
highly	adv	2	wordlist-1,wordlist-3
highway	n	2	wordlist-1,wordlist-2
hiking	n	1	wordlist-2
hill	n	1	wordlist-1
hinder	v	1	wordlist-2
hindsight	n	1	wordlist-3
hinge	n	1	wordlist-2
hire	v	1	wordlist-1
hiss	n	1	wordlist-2
hiss	v	1	wordlist-2
historic	adj	3	wordlist-1,wordlist-2,wordlist-3
hit it off	v	1	wordlist-2
hitchhike	v	1	wordlist-2
hitchhiker	n	1	wordlist-2
hiv	abbr	1	wordlist-3
hive	n	2	wordlist-2,wordlist-3
hmm	interj	1	wordlist-3
hoarse	adj	1	wordlist-3
hobby	n	1	wordlist-3
hobbyist	n	1	wordlist-2
hockey	n	1	wordlist-3
hoist	n	1	wordlist-2
hoist	v	1	wordlist-2
hold	v	2	wordlist-2,wordlist-3
hold on	phrv	1	wordlist-3
hold up	phrv	1	wordlist-3
holidaymaker	n	1	wordlist-1
hollow	adj	2	wordlist-1,wordlist-2
holy	adj	1	wordlist-2
homeless	adj	1	wordlist-1
homely	adj	1	wordlist-2
homemade	adj	1	wordlist-1
homesick	adj	2	wordlist-1,wordlist-2
honest	adj	1	wordlist-1
honestly	adv	3	wordlist-1,wordlist-2,wordlist-3
honesty	n	1	wordlist-1
honey	n	2	wordlist-1,wordlist-3
honeymoon	n	2	wordlist-1,wordlist-2
hood	n	1	wordlist-2
hoodie	n	2	wordlist-2,wordlist-3
hoof	n	2	wordlist-2,wordlist-3
hook	n	1	wordlist-1
hope	n	1	wordlist-1
hope	v	1	wordlist-1
hopeful	adj	1	wordlist-1
hopefully	adv	1	wordlist-3
horizon	n	3	wordlist-1,wordlist-2,wordlist-3
horizontal	adj	2	wordlist-1,wordlist-2
hormone	n	2	wordlist-2,wordlist-3
horn	n	2	wordlist-2,wordlist-3
horrendous	adj	1	wordlist-2
horrendously	adv	1	wordlist-2
horse	n	1	wordlist-3
hospitable	adj	1	wordlist-2
hospitality	n	1	wordlist-2
hospitalize	v	1	wordlist-1
hostage	n	2	wordlist-1,wordlist-2
hostel	n	2	wordlist-1,wordlist-2
hostile	adj	1	wordlist-2
hostility	n	1	wordlist-2
household	adj	1	wordlist-2
household	n	2	wordlist-1,wordlist-2
housing	n	1	wordlist-1
housing estate	n	1	wordlist-3
hover	v	1	wordlist-2
however	adv	1	wordlist-1
hq	abbr	1	wordlist-2
hr	abbr	2	wordlist-2,wordlist-3
hr.	abbr	1	wordlist-1
huddle	n	1	wordlist-2
huddle	v	1	wordlist-2
hue	n	1	wordlist-2
hum	n	2	wordlist-1,wordlist-2
hum	v	2	wordlist-1,wordlist-2
humanities	n	1	wordlist-2
humble	adj	1	wordlist-2
humid	adj	3	wordlist-1,wordlist-2,wordlist-3
humidity	n	2	wordlist-1,wordlist-2
humiliate	v	1	wordlist-2
humiliation	n	1	wordlist-2
humor	n	1	wordlist-1
humorous	adj	1	wordlist-1
humour	n	1	wordlist-1
hungry	adj	1	wordlist-1
hunt	v	1	wordlist-1
hunting	n	1	wordlist-1
hurdle	n	1	wordlist-2
hurricane	n	2	wordlist-1,wordlist-3
hurry	v	1	wordlist-2
hurry up	phrv	1	wordlist-3
hydraulic	adj	1	wordlist-3
hygiene	n	3	wordlist-1,wordlist-2,wordlist-3
hygienic	adj	2	wordlist-1,wordlist-3
hyper-	prefix	2	wordlist-1,wordlist-2
hypermarket	n	1	wordlist-3
hypertension	n	1	wordlist-2
hyphen	n	1	wordlist-2
hypocrite	n	1	wordlist-2
hypocritical	adj	1	wordlist-2
hypothesis	n	3	wordlist-1,wordlist-2,wordlist-3
hysterical	adj	1	wordlist-2
i mean	phr	1	wordlist-3
i.e.	abbr	3	wordlist-1,wordlist-2,wordlist-3
iceberg	n	2	wordlist-1,wordlist-2
icicle	n	1	wordlist-2
icon	n	1	wordlist-3
icy	adj	1	wordlist-1
id	abbr	3	wordlist-1,wordlist-2,wordlist-3
idea	n	1	wordlist-1
ideal	adj	1	wordlist-1
idealistic	adj	1	wordlist-2
identify	v	1	wordlist-1
identity	n	1	wordlist-1
ideological	adj	1	wordlist-2
ideology	n	3	wordlist-1,wordlist-2,wordlist-3
idiom	n	1	wordlist-2
ignite	v	1	wordlist-2
ignition	n	1	wordlist-2
ignorance	n	2	wordlist-2,wordlist-3
ignorant	adj	2	wordlist-2,wordlist-3
illegal	adj	2	wordlist-1,wordlist-2
illegible	adj	1	wordlist-2
illiterate	adj	1	wordlist-2
illuminate	v	2	wordlist-1,wordlist-2
illusion	n	2	wordlist-2,wordlist-3
illustrate	v	3	wordlist-1,wordlist-2,wordlist-3
illustration	n	1	wordlist-2
image	n	1	wordlist-1
imagination	n	2	wordlist-1,wordlist-3
imaginative	adj	1	wordlist-1
imagine	v	1	wordlist-1
imho	abbr	1	wordlist-3
immature	adj	2	wordlist-1,wordlist-2
immediate	adj	1	wordlist-2
immediately	adv	3	wordlist-1,wordlist-2,wordlist-3
immense	adj	2	wordlist-2,wordlist-3
immensely	adv	2	wordlist-2,wordlist-3
immerse	v	1	wordlist-2
immigrant	n	2	wordlist-1,wordlist-2
immigration	n	2	wordlist-1,wordlist-2
imminent	adj	1	wordlist-2
immobile	adj	1	wordlist-2
immune	adj	3	wordlist-1,wordlist-2,wordlist-3
immunity	n	2	wordlist-1,wordlist-2
immunize	v	1	wordlist-3
imo	abbr	1	wordlist-3
impact	n	2	wordlist-1,wordlist-2
impact	v	2	wordlist-1,wordlist-2
impatient	adj	2	wordlist-1,wordlist-2
impermeable	adj	1	wordlist-2
implant	n	1	wordlist-3
implant	v	1	wordlist-3
implication	n	1	wordlist-2
imply	v	3	wordlist-1,wordlist-2,wordlist-3
impolite	adj	1	wordlist-1
import	n	1	wordlist-1
import	v	1	wordlist-1
imposing	adj	1	wordlist-2
impress	v	1	wordlist-1
impression	n	2	wordlist-1,wordlist-3
impressive	adj	2	wordlist-1,wordlist-3
impressively	adv	1	wordlist-3
imprison	v	1	wordlist-2
imprisonment	n	1	wordlist-2
improve	v	1	wordlist-1
improvement	n	1	wordlist-1
impulsive	adj	1	wordlist-2
impurity	n	1	wordlist-2
in addition to	prep	1	wordlist-1
in case	conj	1	wordlist-1
in fact	phr	1	wordlist-2
in lieu of	prep	1	wordlist-2
in light of	prep	1	wordlist-2
in spite of	prep	1	wordlist-1
in terms of	prep	1	wordlist-2
in-law	n	1	wordlist-2
inaccessible	adj	1	wordlist-2
inaccurate	adj	1	wordlist-2
inadequate	adj	1	wordlist-2
inadequately	adv	1	wordlist-2
inasmuch as	conj	1	wordlist-2
inaudible	adj	1	wordlist-2
inc.	abbr	1	wordlist-1
incentive	n	1	wordlist-2
incident	n	1	wordlist-2
incidentally	adv	1	wordlist-2
incl.	abbr	1	wordlist-1
inclination	n	1	wordlist-3
include	v	1	wordlist-1
including	prep	2	wordlist-1,wordlist-3
incoherent	adj	1	wordlist-2
income	n	1	wordlist-1
incompetent	adj	1	wordlist-2
increase	n	2	wordlist-1,wordlist-3
increase	v	1	wordlist-1
increasingly	adv	2	wordlist-1,wordlist-3
increment	n	1	wordlist-3
incubator	n	1	wordlist-3
indeed	adv	3	wordlist-1,wordlist-2,wordlist-3
indeed	interj	1	wordlist-2
independence	n	1	wordlist-1
independent	adj	2	wordlist-1,wordlist-2
index	n	1	wordlist-2
indicate	v	2	wordlist-1,wordlist-3
indifferent	adj	1	wordlist-2
indirect	adj	1	wordlist-1
indispensable	adj	1	wordlist-3
indispensably	adv	1	wordlist-3
indisputable	adj	1	wordlist-2
indisputably	adv	1	wordlist-2
individual	n	1	wordlist-1
indoor	adj	1	wordlist-1
indoors	adv	1	wordlist-2
industrial	adj	3	wordlist-1,wordlist-2,wordlist-3
industry	n	1	wordlist-1
inedible	adj	1	wordlist-2
inequality	n	2	wordlist-1,wordlist-2
inevitably	adv	2	wordlist-2,wordlist-3
infancy	n	1	wordlist-2
infant	n	2	wordlist-1,wordlist-2
infantry	n	1	wordlist-2
infect	v	2	wordlist-1,wordlist-3
infected	adj	1	wordlist-1
infection	n	3	wordlist-1,wordlist-2,wordlist-3
infectious	adj	2	wordlist-2,wordlist-3
infer	v	3	wordlist-1,wordlist-2,wordlist-3
inference	n	1	wordlist-2
inferior	adj	1	wordlist-2
infinite	adj	1	wordlist-2
infinitely	adv	1	wordlist-2
inflame	v	2	wordlist-2,wordlist-3
inflammable	adj	1	wordlist-2
inflammation	n	2	wordlist-2,wordlist-3
inflate	v	1	wordlist-3
inflation	n	2	wordlist-1,wordlist-2
influence	n	2	wordlist-1,wordlist-2
influence	v	2	wordlist-1,wordlist-2
info.	abbr	1	wordlist-1
informal	adj	1	wordlist-1
information	n	1	wordlist-1
informative	adj	1	wordlist-1
infrequent	adj	1	wordlist-2
infrequently	adv	1	wordlist-2
ingredient	n	3	wordlist-1,wordlist-2,wordlist-3
inhale	v	1	wordlist-2
inherit	v	2	wordlist-1,wordlist-2
inheritance	n	2	wordlist-1,wordlist-2
initial	adj	2	wordlist-1,wordlist-2
initially	adv	3	wordlist-1,wordlist-2,wordlist-3
initiate	v	1	wordlist-2
inject	v	3	wordlist-1,wordlist-2,wordlist-3
injection	n	3	wordlist-1,wordlist-2,wordlist-3
injure	v	2	wordlist-1,wordlist-2
injured	adj	1	wordlist-1
injury	n	1	wordlist-1
ink	n	1	wordlist-1
inland	adj	1	wordlist-3
inn	n	2	wordlist-2,wordlist-3
inner-city	adj	1	wordlist-2
innocent	adj	2	wordlist-1,wordlist-2
innovate	v	1	wordlist-2
innovation	n	1	wordlist-2
innovative	adj	2	wordlist-2,wordlist-3
innovatively	adv	1	wordlist-3
inquire	v	1	wordlist-2
inquiry	n	1	wordlist-2
insect	n	3	wordlist-1,wordlist-2,wordlist-3
insecticide	n	1	wordlist-1
insecure	adj	1	wordlist-2
insert	v	2	wordlist-1,wordlist-2
insight	n	2	wordlist-2,wordlist-3
insightful	adj	2	wordlist-2,wordlist-3
insofar as	conj	1	wordlist-2
insolvent	adj	1	wordlist-2
insomnia	n	3	wordlist-1,wordlist-2,wordlist-3
insomniac	n	1	wordlist-2
install	v	2	wordlist-1,wordlist-3
installation	n	1	wordlist-1
instance	n	1	wordlist-1
instant	adj	1	wordlist-2
instant	n	1	wordlist-2
instantly	adv	1	wordlist-2
instead	adv	2	wordlist-1,wordlist-3
instead of	prep	1	wordlist-1
instinct	n	1	wordlist-3
institute	n	1	wordlist-2
instrument	n	2	wordlist-1,wordlist-3
insufficient	adj	1	wordlist-2
insulate	v	1	wordlist-2
insulated	adj	1	wordlist-3
insulation	n	2	wordlist-1,wordlist-2
insulator	n	1	wordlist-2
insult	v	1	wordlist-1
insurance	n	1	wordlist-1
insure	v	1	wordlist-1
integrity	n	1	wordlist-2
intellect	n	1	wordlist-2
intellectual	adj	3	wordlist-1,wordlist-2,wordlist-3
intellectual	n	2	wordlist-2,wordlist-3
intelligence	n	1	wordlist-1
intelligent	adj	1	wordlist-1
intend	v	1	wordlist-1
intense	adj	1	wordlist-2
intensely	adv	1	wordlist-2
intensify	v	1	wordlist-2
intensity	n	1	wordlist-2
intensive	adj	1	wordlist-2
intent	adj	1	wordlist-3
intent	n	1	wordlist-3
intention	n	2	wordlist-1,wordlist-2
inter-	prefix	3	wordlist-1,wordlist-2,wordlist-3
interact	v	1	wordlist-2
interaction	n	1	wordlist-2
interactive	adj	1	wordlist-3
interdependent	adj	1	wordlist-2
interdisciplinary	adj	1	wordlist-1
interest	n	1	wordlist-1
interest	v	1	wordlist-1
interested	adj	1	wordlist-1
interface	n	2	wordlist-1,wordlist-3
interim	adj	1	wordlist-2
interim	n	1	wordlist-2
intermission	n	1	wordlist-2
intermittent	adj	1	wordlist-2
intern	n	1	wordlist-2
international	adj	1	wordlist-1
internet	n	2	wordlist-1,wordlist-3
internship	n	1	wordlist-2
interpret	v	3	wordlist-1,wordlist-2,wordlist-3
interpretation	n	2	wordlist-1,wordlist-2
interpreter	n	1	wordlist-2
interrupt	v	2	wordlist-1,wordlist-2
interruption	n	1	wordlist-2
intersection	n	3	wordlist-1,wordlist-2,wordlist-3
interval	n	1	wordlist-2
intervene	v	1	wordlist-2
intervention	n	1	wordlist-2
interview	n	1	wordlist-1
interview	v	1	wordlist-1
intestine	n	1	wordlist-2
intimate	adj	1	wordlist-2
intimidate	v	1	wordlist-2
intimidated	adj	1	wordlist-2
intolerance	n	1	wordlist-1
intricate	adj	1	wordlist-2
intricately	adv	1	wordlist-2
introduce	v	1	wordlist-1
introverted	adj	1	wordlist-2
intuition	n	1	wordlist-3
intuitive	adj	1	wordlist-3
invade	v	2	wordlist-1,wordlist-2
invalid	adj	1	wordlist-2
invaluable	adj	1	wordlist-2
invariably	adv	1	wordlist-2
invasion	n	2	wordlist-1,wordlist-2
invasive	adj	1	wordlist-1
inventory	n	1	wordlist-2
invest	v	1	wordlist-1
investigate	v	2	wordlist-1,wordlist-2
investigation	n	2	wordlist-1,wordlist-2
investment	n	1	wordlist-1
invisible	adj	1	wordlist-1
invite	v	1	wordlist-1
invoice	n	2	wordlist-1,wordlist-2
invoice	v	1	wordlist-2
involve	v	2	wordlist-1,wordlist-3
inward	adj	1	wordlist-2
inwardly	adv	1	wordlist-2
inwards	adv	1	wordlist-2
ip	abbr	1	wordlist-2
iq	abbr	2	wordlist-2,wordlist-3
iron	n	1	wordlist-1
iron	v	2	wordlist-1,wordlist-2
ironic	adj	1	wordlist-2
ironically	adv	1	wordlist-2
ironing board	n	1	wordlist-2
irony	n	1	wordlist-2
irrational	adj	1	wordlist-3
irregular	adj	1	wordlist-2
