word	pos	band_median	votes	by_role
feral	adj	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
ferment	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
ferry	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
fertile	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
fertilizer	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
festival	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
fever	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
few	det	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
few	pron	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
fiancé	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
fiancée	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
fiber	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
fiction	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
field	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
fight	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
fight	v	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
figure	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
figure out	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
file	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
file	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
fill	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
fill in	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
fill out	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
fill up	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
film	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
film	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
fin	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
final	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
finally	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
finance	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
financial	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
find	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
find out	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
finding	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
fine	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
finger	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
fire	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
fire	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
firm	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
first	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
first	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
first	num	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
first aid	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
fish	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
fish	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
fit	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
fit	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
five	num	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
fix	v	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
flame	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
flash	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
flash	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
flat	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
flavor	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
flavour	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
flavour	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
flawed	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
fleece	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
flexibility	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
flexible	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
flight	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
float	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
flock	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
flock	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
flood	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
flood	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
floor	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
floral	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
florist	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
flour	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
flow	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
flower	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
flu	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
fly	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
fly	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
focus	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
focus	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
fog	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
foggy	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
fold	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
fold	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
folder	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
follow	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
follower	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
following	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
following	prep	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
food	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
fool	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
foolish	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
foot	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
for	conj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=1
for	prep	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
for example	phr	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
force	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
force	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
forecast	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
forecast	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
foreign	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
forest	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
forever	adv	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
forget	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
forgive	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
forgiveness	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
fork	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
form	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
form	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
formal	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
format	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
format	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
former	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
formula	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
fortunately	adv	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
forward	adv	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
fountain	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
four	num	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
foyer	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
fraction	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
fracture	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
fracture	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
fragile	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
fragrance	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=2
fragrant	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
framework	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
frankly	adv	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
freckle	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
free	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
freedom	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
freeze	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
frequent	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
frequently	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
fresh	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
freshly	adv	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
friction	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
fridge	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
friend	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
friendly	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
friendship	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
from	prep	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
front	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
frost	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
frown	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
frozen	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
fruit	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
frustrated	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
fry	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
ft	abbr	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
fuel	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
full	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
full-time	adj	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
fully	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
fun	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
fun	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
function	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
fundamental	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
fundamentally	adv	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
funeral	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
fungus	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
funny	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
fur	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
furnish	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
furnished	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
furniture	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
future	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
future	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
fyi	abbr	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
g	abbr	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
gain	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
gain	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
gale	n	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=3
gallery	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
game	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
garage	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
garden	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
garlic	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
garment	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
garnish	n	4	3	wordlist-1=5,wordlist-2=4,wordlist-3=3
garnish	v	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=3
gas	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
gate	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
gather	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
gauge	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
gaze	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
gaze	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
gdp	abbr	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
gear	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
gear	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
gender	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
general	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
generally	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
generation	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
generous	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
genius	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
gentle	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
genuine	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
genuinely	adv	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
geo-	comb	3	3	wordlist-1=5,wordlist-2=3,wordlist-3=3
germ	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
get	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
get away	phrv	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
get back	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
get in	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
get off	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
get on	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
get out	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
get over	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
get up	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
girl	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
give	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
give back	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
give up	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
given	conj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
given	prep	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
glacier	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
glance	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
glance	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
gland	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
glare	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
glare	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
glass	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
glasses	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
glimpse	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
glimpse	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
gloomy	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
glove	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
gloves	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
glow	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
glow	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
glue	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
glue	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
go	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
go away	phrv	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
go back	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
go in	phrv	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
go on	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
go out	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
go over	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
go through	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
go to bed	phr	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
goal	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
goat	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
god	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
gold	adj	2	3	wordlist-1=3,wordlist-2=1,wordlist-3=2
gold	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
good	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
good morning	phr	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
good night	phr	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
goodbye	interj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
goodbye	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
goods	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
gosh	interj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
govern	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
government	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
governor	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
gps	abbr	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
grab	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=2
grab	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
grace	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
gradually	adv	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
graduate	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
graft	v	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=3
grain	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
grammar	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=1
grandchild	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
granddaughter	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
grandfather	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
grandmother	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
grandparent	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=4
grandson	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
grasp	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
grasp	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
grass	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
grate	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
grateful	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=1
gratitude	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
grave	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
graveyard	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
gravy	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
graze	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
greasy	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
great	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
greatly	adv	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
greedy	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
green	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
greenhouse	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
greeting	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
greetings	interj	2	3	wordlist-1=4,wordlist-2=2,wordlist-3=1
greetings	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
grey	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
grief	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
grieve	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
grill	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
grill	v	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
grip	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
grip	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
groom	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
grooming	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
ground	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
group	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
grow	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
grow up	phrv	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
grow up	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
growth	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
guard	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
guard	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
guess	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
guess	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
guest	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
guide	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
guide	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
guilt	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
guilty	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
guitar	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
gulf	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
gun	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
gutter	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
habit	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
habitat	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
habitual	adj	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=4
habitually	adv	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=4
hail	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
hair	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
half	det	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
half	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
half	pron	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
half-brother	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=5
half-sister	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
hall	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
hallway	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
hammer	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
hand	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
hand over	phrv	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=1
handbag	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
handle	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
handle	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
handsome	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
hang	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
hang up	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
hanger	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
happen	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
happen to	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
happy	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
harbour	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
hard	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
hard	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
harden	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
hardly	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
hardness	n	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=4
hardware	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
hardware store	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
harm	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
harm	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
harsh	adj	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
harvest	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
harvest	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
hat	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
hatch	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
hate	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
hate	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
haul	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
have	aux	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
have	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
hay	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
haze	n	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=3
he	pron	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
head	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
headline	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
headquarters	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
heal	v	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
health	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
healthy	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
hear	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
hearing	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
heart	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
heart attack	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
heat	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
heat	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
heavy	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
heel	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
height	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
hello	interj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
