headword	pos	band	source	status	added	note
reptile	n	3	defining	pending	2026-09-16	votes 2; panel median 3, secondary part of speech
republic	n	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
require	v	1	defining	pending	2026-09-16	votes 1; referenced by take-v
rescue	n	3	defining	pending	2026-09-16	votes 2; panel median 3, secondary part of speech
rescue	v	1	defining	pending	2026-09-16	votes 2
research	n	1	defining	pending	2026-09-16	votes 3
research	v	1	defining	pending	2026-09-16	votes 2
respect	n	1	defining	pending	2026-09-16	votes 2; referenced by way-n
respect	v	1	defining	pending	2026-09-16	votes 3
rest	n	1	defining	pending	2026-09-16	votes 3
rest	v	1	defining	pending	2026-09-16	votes 3
restaurant	n	1	defining	pending	2026-09-16	votes 1
result	n	1	defining	pending	2026-09-16	votes 3
result	v	1	defining	pending	2026-09-16	votes 2
result in	phrv	1	defining	pending	2026-09-16	votes 1
retire	v	1	defining	pending	2026-09-16	votes 2
retirement	n	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
return	v	1	defining	pending	2026-09-16	votes 2
rhythm	n	1	defining	pending	2026-09-16	votes 2; referenced by time-n
rice	n	1	defining	pending	2026-09-16	votes 2
rich	adj	1	defining	pending	2026-09-16	votes 2
ride	n	1	defining	pending	2026-09-16	votes 3
ride	v	1	defining	pending	2026-09-16	votes 3; referenced by take-v
right	adj	1	defining	pending	2026-09-16	votes 3
right	adv	1	defining	pending	2026-09-16	votes 3
right	n	1	defining	pending	2026-09-16	votes 3
ring	n	1	defining	pending	2026-09-16	votes 3
ring	v	1	defining	pending	2026-09-16	votes 2
ripe	adj	3	defining	pending	2026-09-16	votes 3; panel median 3, secondary part of speech
rise	v	1	defining	pending	2026-09-16	votes 3
risk	n	1	defining	pending	2026-09-16	votes 3
river	n	1	defining	pending	2026-09-16	votes 2
road	n	1	defining	pending	2026-09-16	votes 3; referenced by way-n
roast	v	3	defining	pending	2026-09-16	votes 2; panel median 3, secondary part of speech
rob	v	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
rock	n	1	defining	pending	2026-09-16	votes 3
roll	v	1	defining	pending	2026-09-16	votes 2
roof	n	1	defining	pending	2026-09-16	votes 2
room	n	1	defining	pending	2026-09-16	votes 2
root	n	1	defining	pending	2026-09-16	votes 3
rope	n	1	defining	pending	2026-09-16	votes 2
rot	v	3	defining	pending	2026-09-16	votes 2; panel median 3, secondary part of speech
rough	adj	1	defining	pending	2026-09-16	votes 3
round	adj	1	defining	pending	2026-09-16	votes 3
route	n	1	defining	pending	2026-09-16	votes 3; referenced by way-n
routine	n	1	defining	pending	2026-09-16	votes 3
rub	v	1	defining	pending	2026-09-16	votes 2
rubber	n	1	defining	pending	2026-09-16	votes 2
rude	adj	1	defining	pending	2026-09-16	votes 3
rug	n	1	defining	pending	2026-09-16	votes 1
ruin	n	1	defining	pending	2026-09-16	votes 1
rule	n	1	defining	pending	2026-09-16	votes 3
rule	v	1	defining	pending	2026-09-16	votes 3
run	v	1	defining	done	2026-09-16	votes 3
run away	phrv	1	defining	pending	2026-09-16	votes 1; referenced by run-v
run out	phrv	1	defining	pending	2026-09-16	votes 3; referenced by run-v
sad	adj	1	defining	pending	2026-09-16	votes 3; referenced by happy-adj
safe	adj	1	defining	pending	2026-09-16	votes 3
safely	adv	1	defining	pending	2026-09-16	votes 1
safety	n	1	defining	pending	2026-09-16	votes 2
sail	n	1	defining	pending	2026-09-16	votes 2
sail	v	1	defining	pending	2026-09-16	votes 2
salary	n	1	defining	pending	2026-09-16	votes 2
sale	n	1	defining	pending	2026-09-16	votes 2
salt	n	1	defining	pending	2026-09-16	votes 3
salty	adj	3	defining	pending	2026-09-16	votes 3; panel median 3, secondary part of speech
same	adj	1	defining	pending	2026-09-16	votes 3
sand	n	1	defining	pending	2026-09-16	votes 3
satisfaction	n	1	defining	pending	2026-09-16	votes 2
satisfied	adj	1	defining	pending	2026-09-16	votes 1; referenced by happy-adj
satisfy	v	1	defining	pending	2026-09-16	votes 1
sauce	n	1	defining	pending	2026-09-16	votes 1
save	v	1	defining	pending	2026-09-16	votes 2
say	v	1	defining	done	2026-09-16	votes 3
scale	n	1	defining	pending	2026-09-16	votes 2
scar	n	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
scarcely	adv	3	defining	pending	2026-09-16	votes 2; panel median 3, secondary part of speech
scene	n	1	defining	pending	2026-09-16	votes 1
scent	n	3	defining	pending	2026-09-16	votes 2; panel median 3, secondary part of speech
schedule	n	1	defining	pending	2026-09-16	votes 1
school	n	1	defining	pending	2026-09-16	votes 3
science	n	1	defining	pending	2026-09-16	votes 2
scientific	adj	1	defining	pending	2026-09-16	votes 2
scissors	n	1	defining	done	2026-09-16	votes 1
score	n	1	defining	pending	2026-09-16	votes 3
score	v	1	defining	pending	2026-09-16	votes 3
scratch	n	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
screen	n	1	defining	pending	2026-09-16	votes 2
sea	n	1	defining	pending	2026-09-16	votes 3
search	n	1	defining	pending	2026-09-16	votes 1
season	n	1	defining	pending	2026-09-16	votes 3
seat	n	1	defining	pending	2026-09-16	votes 2
sec.	abbr	4	defining	pending	2026-09-16	votes 2; panel median 4, secondary part of speech
second	adj	1	defining	pending	2026-09-16	votes 3
second	n	1	defining	pending	2026-09-16	votes 3
second	num	1	defining	pending	2026-09-16	votes 2
secret	adj	1	defining	pending	2026-09-16	votes 1
secure	adj	1	defining	pending	2026-09-16	votes 2
security	n	1	defining	pending	2026-09-16	votes 2
see	v	1	defining	done	2026-09-16	votes 2
seed	n	1	defining	pending	2026-09-16	votes 2
seem	v	1	defining	pending	2026-09-16	votes 3
seldom	adv	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
self-	comb	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
selfish	adj	3	defining	pending	2026-09-16	votes 3; panel median 3, secondary part of speech
sell	v	1	defining	pending	2026-09-16	votes 3
seller	n	1	defining	pending	2026-09-16	votes 1
semi-	prefix	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
send	v	1	defining	pending	2026-09-16	votes 2
sense	n	1	defining	pending	2026-09-16	votes 3
sense	v	1	defining	pending	2026-09-16	votes 2
sensible	adj	1	defining	pending	2026-09-16	votes 1
sensitive	adj	1	defining	pending	2026-09-16	votes 1
sentence	n	1	defining	pending	2026-09-16	votes 3
sentence	v	1	defining	pending	2026-09-16	votes 2
separate	adj	1	defining	pending	2026-09-16	votes 1
serious	adj	1	defining	pending	2026-09-16	votes 3; referenced by big-adj
seriously	adv	1	defining	pending	2026-09-16	votes 2
serve	v	1	defining	pending	2026-09-16	votes 3
server	n	1	defining	pending	2026-09-16	votes 1
service	n	1	defining	pending	2026-09-16	votes 2
set	v	1	defining	pending	2026-09-16	votes 3
set off	phrv	1	defining	pending	2026-09-16	votes 1
set up	phrv	1	defining	pending	2026-09-16	votes 3
seven	num	1	defining	pending	2026-09-16	votes 3
several	det	1	defining	done	2026-09-16	votes 1
sew	v	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
sex	n	1	defining	pending	2026-09-16	votes 2
shade	n	1	defining	pending	2026-09-16	votes 2; referenced by color-n
shadow	n	1	defining	pending	2026-09-16	votes 2
shake	n	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
shall	modal	1	defining	pending	2026-09-16	votes 2
shallow	adj	1	defining	pending	2026-09-16	votes 3
shame	n	1	defining	pending	2026-09-16	votes 3
shampoo	n	3	defining	pending	2026-09-16	votes 2; panel median 3, secondary part of speech
shape	n	1	defining	pending	2026-09-16	votes 3
shape	v	1	defining	pending	2026-09-16	votes 2
share	v	1	defining	pending	2026-09-16	votes 2
sharp	adj	1	defining	pending	2026-09-16	votes 3
shave	v	1	defining	pending	2026-09-16	votes 2
she	pron	1	defining	pending	2026-09-16	votes 3; referenced by he-pron
sheep	n	1	defining	pending	2026-09-16	votes 2
sheet	n	1	defining	pending	2026-09-16	votes 1
shelf	n	1	defining	pending	2026-09-16	votes 2
shell	n	1	defining	pending	2026-09-16	votes 1
shh	interj	4	defining	pending	2026-09-16	votes 2; panel median 4, secondary part of speech
shine	v	1	defining	pending	2026-09-16	votes 3
ship	n	1	defining	pending	2026-09-16	votes 3
shirt	n	1	defining	pending	2026-09-16	votes 3
shock	n	1	defining	pending	2026-09-16	votes 2
shock	v	1	defining	pending	2026-09-16	votes 2
shoe	n	1	defining	pending	2026-09-16	votes 3
shop	n	1	defining	pending	2026-09-16	votes 3
shop	v	1	defining	pending	2026-09-16	votes 2
shore	n	1	defining	pending	2026-09-16	votes 2; referenced by bank-n
short	adj	1	defining	pending	2026-09-16	votes 3
should	modal	1	defining	pending	2026-09-16	votes 2; referenced by must-modal
shoulder	n	1	defining	pending	2026-09-16	votes 2
shout	v	1	defining	pending	2026-09-16	votes 2
show	n	1	defining	pending	2026-09-16	votes 3
show	v	1	defining	pending	2026-09-16	votes 3; referenced by say-v
show up	phrv	1	defining	pending	2026-09-16	votes 3
shower	n	1	defining	pending	2026-09-16	votes 2
shrink	v	1	defining	pending	2026-09-16	votes 2
shut	v	1	defining	pending	2026-09-16	votes 1
shut up	phrv	1	defining	pending	2026-09-16	votes 1
shy	adj	1	defining	pending	2026-09-16	votes 3
sick	adj	1	defining	pending	2026-09-16	votes 3
sickness	n	3	defining	pending	2026-09-16	votes 2; panel median 3, secondary part of speech
side	n	1	defining	pending	2026-09-16	votes 3
sidewalk	n	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
sight	n	1	defining	pending	2026-09-16	votes 2; referenced by see-v
sign	n	1	defining	pending	2026-09-16	votes 3
silence	n	1	defining	pending	2026-09-16	votes 2
silent	adj	1	defining	pending	2026-09-16	votes 1
silk	n	1	defining	pending	2026-09-16	votes 1
silly	adj	1	defining	pending	2026-09-16	votes 3
silver	adj	1	defining	pending	2026-09-16	votes 1
similar	adj	1	defining	pending	2026-09-16	votes 3
similarity	n	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
similarly	adv	1	defining	pending	2026-09-16	votes 1
simple	adj	1	defining	pending	2026-09-16	votes 2
simply	adv	1	defining	pending	2026-09-16	votes 3
since	conj	1	defining	pending	2026-09-16	votes 3; referenced by because-conj
since	prep	1	defining	pending	2026-09-16	votes 3; referenced by ago-adv
sing	v	1	defining	pending	2026-09-16	votes 3
single	adj	1	defining	pending	2026-09-16	votes 3
singular	n	4	defining	pending	2026-09-16	votes 1; panel median 4, secondary part of speech
sink	n	1	defining	pending	2026-09-16	votes 2
sister	n	1	defining	pending	2026-09-16	votes 3
sit	v	1	defining	pending	2026-09-16	votes 3
sit down	phrv	1	defining	pending	2026-09-16	votes 3
situation	n	1	defining	pending	2026-09-16	votes 2
six	num	1	defining	pending	2026-09-16	votes 3
size	n	1	defining	pending	2026-09-16	votes 3
skill	n	1	defining	pending	2026-09-16	votes 3
skilled	adj	1	defining	pending	2026-09-16	votes 1; referenced by good-adj
skin	n	1	defining	pending	2026-09-16	votes 3
skirt	n	1	defining	pending	2026-09-16	votes 2
sky	n	1	defining	pending	2026-09-16	votes 2
sleep	n	1	defining	pending	2026-09-16	votes 3; referenced by asleep-adj
sleep	v	1	defining	pending	2026-09-16	votes 3; referenced by asleep-adj
slice	v	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
slide	v	1	defining	pending	2026-09-16	votes 2; referenced by run-v
slim	adj	1	defining	pending	2026-09-16	votes 1
slippery	adj	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
slow	adj	1	defining	pending	2026-09-16	votes 3
slow down	phrv	1	defining	pending	2026-09-16	votes 2
slowly	adv	1	defining	pending	2026-09-16	votes 3; referenced by quickly-adv
small	adj	1	defining	pending	2026-09-16	votes 3; referenced by big-adj
smart	adj	1	defining	pending	2026-09-16	votes 3
smash	v	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
smell	n	1	defining	pending	2026-09-16	votes 2
smell	v	1	defining	pending	2026-09-16	votes 2
smile	n	1	defining	pending	2026-09-16	votes 1
smoke	n	1	defining	pending	2026-09-16	votes 3
smooth	adj	1	defining	pending	2026-09-16	votes 3
snack	n	1	defining	pending	2026-09-16	votes 1
snake	n	1	defining	pending	2026-09-16	votes 1
sneeze	v	3	defining	pending	2026-09-16	votes 2; panel median 3, secondary part of speech
snow	n	1	defining	pending	2026-09-16	votes 2
snow	v	1	defining	pending	2026-09-16	votes 2
so	adv	1	defining	pending	2026-09-16	votes 3; referenced by such-det
so	conj	1	defining	pending	2026-09-16	votes 3; referenced by because-conj
soap	n	1	defining	pending	2026-09-16	votes 3
social	adj	1	defining	pending	2026-09-16	votes 3
society	n	1	defining	pending	2026-09-16	votes 3
sock	n	1	defining	pending	2026-09-16	votes 3
socket	n	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
sofa	n	1	defining	pending	2026-09-16	votes 1
soft	adj	1	defining	pending	2026-09-16	votes 3
software	n	1	defining	pending	2026-09-16	votes 1
soil	n	1	defining	pending	2026-09-16	votes 3
soldier	n	1	defining	pending	2026-09-16	votes 2
solid	adj	1	defining	pending	2026-09-16	votes 3
solid	n	3	defining	pending	2026-09-16	votes 3; panel median 3, secondary part of speech
solution	n	1	defining	pending	2026-09-16	votes 3
solve	v	1	defining	pending	2026-09-16	votes 3
some	det	1	defining	done	2026-09-16	votes 3
some	pron	1	defining	pending	2026-09-16	votes 2; referenced by some-det
somebody	pron	1	defining	pending	2026-09-16	votes 1; referenced by some-det
someone	pron	1	defining	pending	2026-09-16	votes 3; referenced by some-det
something	pron	1	defining	pending	2026-09-16	votes 3; referenced by some-det; referenced by anything-pron
sometimes	adv	1	defining	pending	2026-09-16	votes 3; referenced by some-det
somewhere	adv	1	defining	pending	2026-09-16	votes 2; referenced by some-det
son	n	1	defining	pending	2026-09-16	votes 3; referenced by child-n
song	n	1	defining	pending	2026-09-16	votes 3
soon	adv	1	defining	pending	2026-09-16	votes 3; referenced by quickly-adv
sorrow	n	3	defining	pending	2026-09-16	votes 2; panel median 3, secondary part of speech
sorry	adj	1	defining	done	2026-09-16	votes 2
sorry	interj	1	defining	pending	2026-09-16	votes 3; referenced by sorry-adj
sort	n	1	defining	pending	2026-09-16	votes 1
soul	n	1	defining	pending	2026-09-16	votes 1
sound	n	1	defining	pending	2026-09-16	votes 3
sound	v	1	defining	pending	2026-09-16	votes 2
soup	n	1	defining	pending	2026-09-16	votes 2
sour	adj	3	defining	pending	2026-09-16	votes 3; panel median 3, secondary part of speech
sow	v	3	defining	pending	2026-09-16	votes 2; panel median 3, secondary part of speech
space	n	1	defining	pending	2026-09-16	votes 3
spark	n	1	defining	pending	2026-09-16	votes 1
speak	v	1	defining	done	2026-09-16	votes 3
speaker	n	1	defining	pending	2026-09-16	votes 1; referenced by speak-v
special	adj	1	defining	pending	2026-09-16	votes 2
specially	adv	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
specific	adj	1	defining	pending	2026-09-16	votes 1
speech	n	1	defining	pending	2026-09-16	votes 1; referenced by speak-v
speed	n	1	defining	pending	2026-09-16	votes 3
speed up	phrv	1	defining	pending	2026-09-16	votes 1
spell	v	1	defining	pending	2026-09-16	votes 2
spelling	n	1	defining	pending	2026-09-16	votes 2
spend	v	1	defining	pending	2026-09-16	votes 2
spice	n	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
spicy	adj	1	defining	pending	2026-09-16	votes 1
spill	v	1	defining	pending	2026-09-16	votes 1
spirit	n	1	defining	pending	2026-09-16	votes 1
spiritual	adj	1	defining	pending	2026-09-16	votes 1
split	v	1	defining	pending	2026-09-16	votes 2
split up	phrv	1	defining	pending	2026-09-16	votes 1
spoken	adj	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech; referenced by speak-v
spoon	n	1	defining	pending	2026-09-16	votes 3
sport	n	1	defining	pending	2026-09-16	votes 3
spread	n	1	defining	pending	2026-09-16	votes 1
spring	n	1	defining	pending	2026-09-16	votes 3
square	adj	1	defining	pending	2026-09-16	votes 3
square	n	1	defining	pending	2026-09-16	votes 3
staff	n	1	defining	pending	2026-09-16	votes 2
stage	n	1	defining	pending	2026-09-16	votes 3
stairs	n	1	defining	pending	2026-09-16	votes 2
stand	v	1	defining	pending	2026-09-16	votes 3; referenced by run-v
stand for	phrv	1	defining	pending	2026-09-16	votes 1
stand up	phrv	1	defining	pending	2026-09-16	votes 3
standard	n	1	defining	pending	2026-09-16	votes 1
star	n	1	defining	pending	2026-09-16	votes 2
start	v	1	defining	pending	2026-09-16	votes 3
start over	phrv	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
state	n	1	defining	pending	2026-09-16	votes 3
statement	n	1	defining	pending	2026-09-16	votes 1
station	n	1	defining	pending	2026-09-16	votes 3
stay	v	1	defining	pending	2026-09-16	votes 3; referenced by go-v
steal	v	1	defining	pending	2026-09-16	votes 2; referenced by take-v
steam	n	1	defining	pending	2026-09-16	votes 3
steep	adj	3	defining	pending	2026-09-16	votes 2; panel median 3, secondary part of speech
stem	n	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
step	n	1	defining	pending	2026-09-16	votes 1
stepdaughter	n	4	defining	pending	2026-09-16	votes 2; panel median 4, secondary part of speech
stepfather	n	4	defining	pending	2026-09-16	votes 2; panel median 4, secondary part of speech
stepmother	n	4	defining	pending	2026-09-16	votes 2; panel median 4, secondary part of speech
stepson	n	4	defining	pending	2026-09-16	votes 2; panel median 4, secondary part of speech
stick	v	1	defining	pending	2026-09-16	votes 1
sticky	adj	3	defining	pending	2026-09-16	votes 2; panel median 3, secondary part of speech
stiff	adj	1	defining	pending	2026-09-16	votes 3
still	adv	1	defining	pending	2026-09-16	votes 3; referenced by however-adv
stir	v	1	defining	pending	2026-09-16	votes 1
